class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
open,-0.14544681571467544,-0.07313734887764897,-0.02779115305650894,-0.27769373771982064,-0.19716410794204406,-0.0565426543537489,-0.3853758820796402,-0.2937413990054286,-0.09328195753317338,-0.48212115869705274,-0.34583551307573757,-0.1317917374544218,-0.1982187639340122,-0.49506704463198103,-0.01756970303937978,-0.27457821452567027,-0.688990720402055,-0.06075279639319434,-0.31524852533102354,-0.8071386397346849,-0.09323558311118019,-0.3448935894002294,-0.9125124557098493,-0.1176679068312576,-0.10745746531795522,-0.534414812895451,-0.05118397819120671,-0.1518328854045889,-0.7554443915116101,-0.08767093070216193,-0.17775935421272876,-0.8858045856652021,-0.11806215897574114,-0.1953010787539976,-1.0,-0.14444379596812412,-0.013520545792004424,-0.5187753970950021,-0.0935172338710464,-0.012843366302189515,-0.7342473117892406,-0.14066660870750436,-0.019845339379591247,-0.8638943201963087,-0.17418074145785928,-0.02949959879210138,-0.9748391551413367,-0.19810369121086618,0.0823713170754828,-0.4543062599234062,-0.14101968278749702,0.13566031514116123,-0.6069210702918726,-0.18325315612843182,0.1688815206267079,-0.7135709480048049,-0.20529751217060577,0.19371182804878231,-0.811148623811409,-0.2214412119627449
open,-0.1428182524501608,-0.07901672466221103,-0.029709586339644947,-0.27140155478969524,-0.2090866868102468,-0.060409364282216195,-0.3774377480752786,-0.30732899307207145,-0.09846528731447052,-0.4709380682648955,-0.36199032576459117,-0.13865764445217083,-0.17861289739936181,-0.4989248822387679,-0.025092248769087902,-0.24886643492774818,-0.6959663406040832,-0.07071223815018235,-0.2885175598658149,-0.8152343013910851,-0.10461111654823864,-0.31784429636344347,-0.9210930025080868,-0.13021575463232407,-0.08744760266983669,-0.5314351401653831,-0.058881475336537925,-0.12459911139236482,-0.754415736700663,-0.09845871443543025,-0.14899490172641758,-0.8853907525276996,-0.1300583639079449,-0.16478362505730704,-1.0,-0.1574564043005753,0.004731300053247651,-0.508891028409433,-0.10112838658836855,0.012127719298611417,-0.7272634747441155,-0.15110270267663925,0.009016393656257875,-0.8604738232933842,-0.1856218670091058,0.0031022034310461168,-0.9767164027002788,-0.2103645782971125,0.09615423209355531,-0.43740377696036975,-0.1483777678418073,0.1529111973579991,-0.591240748448768,-0.1929747602748027,0.18904388539479236,-0.6996760833082039,-0.21589254061143315,0.21734763105294558,-0.8011677212377329,-0.23283023903581876
open,-0.13784448456682588,-0.08708455901451044,-0.028029332176323817,-0.25946350902063964,-0.22029739630321538,-0.05941828675068134,-0.362223381466012,-0.31851894532189057,-0.09841681693224649,-0.45279791738286923,-0.37603312017082907,-0.13983272408584196,-0.15969154662499577,-0.4967671148402841,-0.0280988578011328,-0.2253792924943519,-0.693494051442324,-0.07565809105546312,-0.2632168293324599,-0.8117418162136271,-0.11082643200874047,-0.2907959609333983,-0.9175352938818353,-0.13709555743664129,-0.07036180136172905,-0.5228787159875488,-0.06334986013023318,-0.10014087518953185,-0.7488251700098906,-0.104933261200699,-0.12153227452010079,-0.8828873316867603,-0.13788885851137372,-0.1355469647770778,-1.0,-0.16619145942391084,0.01817636686894998,-0.4944479397921946,-0.10665655411217244,0.03193879914631878,-0.7138726807443891,-0.15799439631520312,0.03155325820763294,-0.8493018306040618,-0.1932779016724949,0.02779207497462919,-0.9672312759677806,-0.21860775443865124,0.10431196152685555,-0.41811444314212126,-0.15462229878043515,0.1666650554123258,-0.5683543718035131,-0.19998954940434505,0.20599461377008896,-0.675805314587098,-0.22304136244573455,0.23691445567123504,-0.7766189851392079,-0.24026649308945902
open,-0.13303566332928693,-0.09511300868561945,-0.026959810821830403,-0.2475401542156335,-0.2331515281456128,-0.0586580655614392,-0.34191522201981656,-0.3375645714338599,-0.09827096441070902,-0.42744219741596007,-0.40475318249055625,-0.14019421046109928,-0.14614224404981338,-0.49635194214317263,-0.030430714183066924,-0.20878855326568083,-0.6962161795305662,-0.08094836136249003,-0.24500241395745573,-0.8152482545725085,-0.11718075573321322,-0.27130285320002323,-0.9209778558607751,-0.1434648785900226,-0.059797119601180296,-0.5153818448804821,-0.06683198033460175,-0.08422937685963416,-0.7460799541785115,-0.11154899973726683,-0.10226593224774659,-0.8819074788463803,-0.1442991431864958,-0.11359816426119276,-1.0,-0.17171431854675134,0.024184306037361582,-0.48148579467016706,-0.11133335190718063,0.04224155616191562,-0.7002724764118566,-0.16466159092907284,0.04518393635995782,-0.8369232916816415,-0.19898978836868406,0.045179566042945304,-0.9572789943540646,-0.22326228804605183,0.10481588368581225,-0.40095396308059017,-0.1604168401939598,0.1658410623675087,-0.5458376843695355,-0.20645541453999328,0.2010358679629541,-0.6467702843122586,-0.22838102184695766,0.22924549304631148,-0.7424838259708917,-0.24463294542913686
open,-0.1248327051943556,-0.10606722495136989,-0.021039120808485953,-0.22827962212752628,-0.24941878255744948,-0.053323239193193435,-0.3141366300154957,-0.3557958699432923,-0.0947252585277851,-0.39330828504665194,-0.4297417194866638,-0.13895824983618246,-0.12674236445385909,-0.5042821803600277,-0.03193548893677776,-0.18085083639675578,-0.7018721563746662,-0.08740277035819376,-0.21509230964195047,-0.8204293101529788,-0.1271533571778873,-0.24147633609178729,-0.9262311043157166,-0.1556302107373644,-0.04846951654248129,-0.5132833878704955,-0.0738564550037503,-0.06748806398569121,-0.7418668838193597,-0.12446307736669991,-0.08428554428637368,-0.8784828614907191,-0.1601104821850994,-0.09574143924532656,-1.0,-0.18948978110781872,0.028055557845108964,-0.4694182777109228,-0.12334725546367578,0.05112743047542118,-0.6857256962760871,-0.1802415594039514,0.05323452078731331,-0.823153034436715,-0.21439756612459202,0.05171534486169266,-0.9472927347433319,-0.2391525610143088,0.10066729892684052,-0.3786446828327454,-0.17689226652393591,0.16022875729451716,-0.5194105762256437,-0.22503614417798623,0.19009944446276086,-0.6211084317612344,-0.24633153979736078,0.21320029425340412,-0.7208095677689492,-0.2628122836372029
open,-0.11750604260499999,-0.12065198251316815,-0.01357959423531155,-0.2062982618717535,-0.2716617489958275,-0.04544264076017256,-0.27918844026312156,-0.38423345507039447,-0.08780716709991004,-0.35059059204932835,-0.46922537996161207,-0.13348435485623386,-0.11098239340772433,-0.5048558527517705,-0.03693586715790407,-0.15340898006873757,-0.7040706790674913,-0.0973541212639622,-0.1836862777927855,-0.8236378413511457,-0.13971000792847654,-0.21038174380750066,-0.9287601126187317,-0.16961605800073976,-0.04042127766940772,-0.5013145871436724,-0.0843784191312834,-0.04603115605766226,-0.731869052108449,-0.14130715282425976,-0.0604892245970617,-0.8744861573347193,-0.1796081250025031,-0.07532789101619763,-1.0,-0.21073101277147474,0.02867131936593375,-0.44882205214604365,-0.1382603996174384,0.058571636569590954,-0.6651110729565828,-0.199202795366111,0.06263974472811863,-0.8048377142784796,-0.23384547067206532,0.05994248657023045,-0.9317773778873149,-0.25934559321011313,0.09210791668136219,-0.3525248457680707,-0.19526949843891567,0.14979975978150117,-0.4892506937255481,-0.24634916393136164,0.17489454428571558,-0.5915786840899363,-0.26808030486071033,0.19091091955470824,-0.6931562015814837,-0.28532128545964947
open,-0.11081343119452951,-0.12157888350992561,-0.001500210152839139,-0.18229642532927923,-0.27655242153317106,-0.031123965485946852,-0.24675107050472517,-0.3898664595462241,-0.07315468391935145,-0.31551971181672184,-0.4787240991716333,-0.11921980526710012,-0.0893632837377911,-0.5080482013521226,-0.033596242166798344,-0.11637864251488782,-0.7113123151499221,-0.09505462929754349,-0.1520735739536752,-0.8293401624378455,-0.13868603714322017,-0.19021375447070737,-0.9299363783259988,-0.1693338243022173,-0.035868298855989966,-0.4979954962245044,-0.08697883862456726,-0.02952820942523491,-0.7304067628141608,-0.14491114529107849,-0.04975983532830689,-0.8749736969325234,-0.18362429470168462,-0.0749429180289284,-1.0,-0.21549631828694757,0.01843451827336212,-0.43937269129730083,-0.145475110411013,0.05546493891468741,-0.6541721858876448,-0.2057371394363136,0.056459945451133996,-0.7975625400814462,-0.23956358432380814,0.047242425807439856,-0.9249631691928575,-0.26553698017535116,0.0659448755437514,-0.3356316347472851,-0.20587626646298493,0.11966793431550121,-0.467567625829609,-0.25622334972552,0.13956545997430228,-0.5732485478525007,-0.2770385276195722,0.1484451020220359,-0.676224234798097,-0.2945115145076681
open,-0.1115710181977839,-0.127704702662857,0.012794343207397902,-0.16922634386253624,-0.2967544257457681,-0.002090301822957891,-0.22012372515416728,-0.41683764630552994,-0.030718188430866194,-0.27671801297552107,-0.5169539205578118,-0.06121536287592732,-0.08802530155043499,-0.5120173369381481,0.003679204172455812,-0.1206028402065846,-0.7089424151256722,-0.041925423221798076,-0.154117585185548,-0.8337889470978743,-0.07668144623660185,-0.18501295864690362,-0.9470832982335099,-0.10121070753956027,-0.05007652144520971,-0.5058348217518799,-0.04662255929287606,-0.05372108138403194,-0.7180971494391043,-0.0905599902983322,-0.07179851364093494,-0.8659767381897657,-0.12046869212837955,-0.08913939128600347,-1.0,-0.1449108166833231,-0.014413700099623311,-0.4615710280465262,-0.10213988713735207,-9.586109228724631e-06,-0.6513167670045595,-0.14597809206354856,-0.009083560735322863,-0.7886904396485155,-0.1686028363984042,-0.018727055302855063,-0.9069522337965372,-0.18658013977466473,0.014433922850598977,-0.3811177022542655,-0.16005821525949696,0.029443537521180542,-0.5166602967189703,-0.19610745201151042,0.02183636892364605,-0.6214297734441269,-0.21074878937617475,0.012973157384019076,-0.7152826415062378,-0.223320446363388
open,-0.12583716957787117,-0.17116013254981757,0.047203673837440605,-0.16301879599439914,-0.34132105313250316,0.03621616092216455,-0.2021670772048113,-0.4607437564411603,0.00983243051357386,-0.2439964893122548,-0.5669472017978433,-0.018784017120139287,-0.04751015623825959,-0.5002515166798532,-0.024869362592404038,-0.08324661632290524,-0.7138365020304567,-0.07275783194994766,-0.1191284762492061,-0.8539697847792335,-0.10491518858873569,-0.15072387502310183,-0.9794746966047094,-0.12930470204369165,-0.02076686750212036,-0.474005197484095,-0.08876381034851406,-0.04558041164896603,-0.710263594226084,-0.13950040456220675,-0.08023553456126553,-0.86258568110796,-0.16467309818193515,-0.11050994347729455,-1.0,-0.187876022709267,-0.01611657719017904,-0.4063592064200555,-0.14936790285972357,-0.028441026325148847,-0.6171009196177474,-0.20230830817068016,-0.05187281059871252,-0.7567245778988549,-0.226312826770655,-0.06852564033272968,-0.8745677880953517,-0.24592237810339024,-0.035941707186601383,-0.30205479108956024,-0.20551297077318179,-0.055973929795209,-0.41434578376051184,-0.2448859428540394,-0.0791867574622547,-0.4860663977670381,-0.2583630779050506,-0.09814739773830085,-0.5435616871021772,-0.2722544970470518
open,-0.10236933183466038,-0.16313622958162743,0.055107223437539245,-0.14359212652483694,-0.33501803221728244,0.04196659176572351,-0.19193675746615427,-0.4661936480127931,0.01544038243698143,-0.24724061550247406,-0.5731929583301937,-0.015216290986206872,-0.027312974614656853,-0.478104147305319,-0.06102095820094358,-0.07129868594010332,-0.7082498702266429,-0.11849724447469001,-0.1162252541046057,-0.8582263357236748,-0.15292181050578119,-0.15806041682365057,-0.9874198989651621,-0.1779136309905056,-0.01375100469695828,-0.4428442552265173,-0.12691484382195095,-0.04943854708261121,-0.6985805777426134,-0.19178683784191095,-0.0998114100084562,-0.8634737842120246,-0.2191541844843393,-0.14277450204707004,-1.0,-0.2413926872451628,-0.02862339771766341,-0.3732928000904227,-0.18529424538885958,-0.06360058795703245,-0.6070678599536165,-0.2513478703040883,-0.1124406339219183,-0.7573696091728832,-0.2762638315897655,-0.15052427389713577,-0.8784770625591306,-0.2938506724666985,-0.07437792513333166,-0.27517092930282405,-0.23591573156590392,-0.12086569818066126,-0.3972668579777125,-0.28450090762858027,-0.16617033590368305,-0.4828173272549167,-0.29886925151123167,-0.20337081062299583,-0.5539146813436148,-0.3118760871135056
open,-0.07090031663959723,-0.19333907881793466,0.08532738231109759,-0.1129372484232313,-0.38162338049401995,0.08955254962026042,-0.1654136047838901,-0.5165944228130427,0.07440379300333412,-0.2230481384025174,-0.6069594790494818,0.0509606325987207,-0.03329430577022487,-0.48208164369502843,-0.04237462270752938,-0.0814866012787192,-0.7197006925481942,-0.0896241439005328,-0.12676269454057354,-0.8670296436038556,-0.11635657098102323,-0.16605726386147998,-0.990128810894013,-0.13889091845950574,-0.030040391833278078,-0.43911384505625506,-0.1228267119713345,-0.08479872762037059,-0.695948436568315,-0.178215947952794,-0.1410709846448834,-0.8648854866972362,-0.20527509713862774,-0.18540730641434913,-1.0,-0.23109351138354872,-0.056291129539280046,-0.3640678217044419,-0.19240341076845757,-0.1177493409737779,-0.5970583198584243,-0.2482361840732057,-0.181348652499123,-0.7375438578304223,-0.2755159223885108,-0.2263243803851043,-0.8485484012554475,-0.2998934633250886,-0.10863059371535955,-0.26280282494965057,-0.2512813042024106,-0.19293451589574104,-0.3875878925906706,-0.29926854385723234,-0.2638792228165514,-0.4792639240782654,-0.3195306804292487,-0.3236167127813907,-0.5582468603345525,-0.3392039147975069
open,-0.012527640906868092,-0.20976452335963713,0.06752635523977138,-0.05153393337709512,-0.41313817370691186,0.06476203062517889,-0.10497767018952267,-0.5554311872588672,0.04662649000939522,-0.1552666654235886,-0.64578780956897,0.022449192331578462,-0.024025523205431942,-0.4886283536397394,-0.05665400434006641,-0.09854188304277745,-0.7382315780934985,-0.10117197989534463,-0.157073030246403,-0.8825238150392393,-0.11867646416335244,-0.20876892671415134,-0.9927064889899805,-0.13316320346933105,-0.04805812378961512,-0.4395988596165177,-0.1274860228574835,-0.11911391762448327,-0.7092337880050135,-0.17736641005270878,-0.17945306289217355,-0.8751319692956089,-0.19051206264351256,-0.2338056984603843,-1.0,-0.2046787462096894,-0.09495623798121582,-0.35921957200096416,-0.18873676343031293,-0.18580269656296627,-0.5955265794361588,-0.23660561837712166,-0.26022296737342004,-0.7384878608663555,-0.24746861216549687,-0.31726732062553686,-0.8462700784894914,-0.2594767122254777,-0.1617115715006479,-0.25251992111989174,-0.24240032430727093,-0.27046869804676593,-0.3813735368370078,-0.28470567903842375,-0.3501034998590649,-0.47287914436668554,-0.2948264497431932,-0.41887711125353577,-0.5513295740656533,-0.30416879384997564
open,0.0056899882563581925,-0.2180974484269164,0.06588985456788227,-0.035604382751602597,-0.42860525383470366,0.06497857057371124,-0.09629799882087581,-0.570509791014856,0.049489118431261615,-0.15277600788258805,-0.6555615017989465,0.027524753363121972,-0.018621866293844005,-0.49179651879560693,-0.04995170282806207,-0.07574669365822942,-0.7454640778521171,-0.09159365707341918,-0.12675149923533727,-0.8858713857021331,-0.10794546278584752,-0.17089140837341382,-0.9926361177845793,-0.12263020856354248,-0.056939458704472985,-0.4412286827741107,-0.11946984631265287,-0.13075956950406745,-0.7088701555777539,-0.16429977090718442,-0.1893215139845898,-0.8733220770265943,-0.17892784698313527,-0.23790102292764162,-1.0,-0.19603272987651835,-0.11494692921106799,-0.35752718479677786,-0.18012392024115606,-0.2220972226661127,-0.5974954150836777,-0.22398343038101215,-0.3006506943164718,-0.7390622630616565,-0.2406930278671792,-0.3584106439418924,-0.8521122575196368,-0.25891782374745254,-0.1857139651417159,-0.24625607667163296,-0.2332016451978569,-0.3093763493798038,-0.3781576422412064,-0.2762386584096239,-0.3935777851369151,-0.47228276132663033,-0.2932564159928409,-0.46418080448366394,-0.5591990387485779,-0.30901462209205466
