class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
open,-0.13290349563567952,-0.09204913639443342,-0.035550162840266145,-0.25270846253834967,-0.23025836325703716,-0.06791548558155909,-0.35573551299717304,-0.3343852261353441,-0.10688781455733408,-0.4443825599234181,-0.39839978475067106,-0.14769171520402774,-0.15204470084278532,-0.495547517601117,-0.030322845966164733,-0.21060122773873197,-0.7041622801786057,-0.07330541297456818,-0.24223603052904172,-0.8292300413140825,-0.10510002832468848,-0.2637295423907867,-0.9410799195499532,-0.13013619492510659,-0.059159551429672254,-0.5171818139941959,-0.0607365898539349,-0.08773255758972001,-0.7433424017078399,-0.09830035853534058,-0.1076519672159653,-0.8806109041966603,-0.1292857869550243,-0.11910096798135726,-1.0,-0.1564050174203698,0.030637184992704524,-0.4863719658493029,-0.09945350853965716,0.05139809869193935,-0.6970038519745984,-0.15003166698646975,0.059721316791430536,-0.8223283198990622,-0.186081534835096,0.06558072932793461,-0.9325802250661138,-0.21101870039556944,0.11786441305662894,-0.4104547843708731,-0.14345376524644615,0.18941696900513383,-0.5470212708191036,-0.18968665984962443,0.23800441053684512,-0.6360624534213691,-0.21336728914885303,0.27796327033772117,-0.7191667386096467,-0.23017658849337366
open,-0.13670175764254042,-0.0897714125817045,-0.03595442380939283,-0.2593743983136417,-0.2307904835326367,-0.06847214767436553,-0.3607236970191392,-0.3386701488732436,-0.10709176833901604,-0.4497864162288938,-0.4063122574911056,-0.14728637627653549,-0.1464429109226828,-0.5038562477267492,-0.023526551261718525,-0.19888022759321922,-0.7063246580884855,-0.06668890393163475,-0.22824037059807606,-0.8330252647957797,-0.10096741754563135,-0.2488244402713011,-0.9456764710266266,-0.1276183680813848,-0.052699311943557765,-0.5243594907057754,-0.052155767791361406,-0.07762804692435221,-0.7456997816910942,-0.08819154651122946,-0.09583049505120894,-0.8815086809559862,-0.12101931412249793,-0.10798707571939983,-1.0,-0.1498371422784922,0.03681256397179302,-0.4886718929473485,-0.08968069383724116,0.06339133135241345,-0.6922929288474621,-0.13731333605111812,0.07492265761243784,-0.8172387050457216,-0.17418235193694412,0.08104781513613536,-0.927665486894013,-0.20027239441091094,0.12080655821035562,-0.40580440155131936,-0.13283337054536967,0.19050037409237078,-0.5381346028758629,-0.17710851644446754,0.23259863507377587,-0.6249506165801365,-0.2015292226146944,0.2645019761819406,-0.7074005289999571,-0.21910996978833394
open,-0.1352764520011897,-0.0937370925198851,-0.036572315415070375,-0.25753252956929845,-0.23422688448044215,-0.06965535726661799,-0.3597791964286547,-0.33884984853669387,-0.10855370451866307,-0.4488005231210361,-0.4054097900585248,-0.14891190816727068,-0.1406274717484494,-0.5127546493345528,-0.022029426490647874,-0.19158546511682115,-0.7150392014447986,-0.06672848174468574,-0.21986149040390526,-0.8417973769980274,-0.1016809423979468,-0.2406703296327617,-0.9528857745700149,-0.12818157244614095,-0.04625574688798615,-0.5326430074984204,-0.05074111565226499,-0.07142177845612785,-0.7542339642672778,-0.08822407369939995,-0.09228461737605945,-0.8850609194212725,-0.12090919318711926,-0.10866711358209553,-1.0,-0.14876820683109301,0.043204103914363794,-0.4957984355473673,-0.08896292738618808,0.07001359082872355,-0.6985576410572938,-0.13651469599650176,0.08205435647752322,-0.824241028514634,-0.1707761014305334,0.08727872946729733,-0.9370533759363702,-0.19470105304836413,0.12650348348510743,-0.41260550141082936,-0.13304478850923868,0.18459642884114955,-0.5528047051057446,-0.17587060322083684,0.2144112510803823,-0.6461759982794688,-0.19824638528398864,0.23517354956829772,-0.7366672820300527,-0.21440802663839725
open,-0.13297415799936033,-0.10144041771241662,-0.03029091306232644,-0.24916218028391662,-0.24229814703335054,-0.06428759300413919,-0.34918458754293424,-0.3424374177245623,-0.10553423872777842,-0.4340760999721895,-0.4043530810993291,-0.1489290237224203,-0.12582182009228862,-0.503416523072314,-0.03348846561427811,-0.17246309809396598,-0.7103448351034393,-0.08412072763330451,-0.1974068619466816,-0.8346686855518803,-0.12129376111214747,-0.21502964952181758,-0.9453877172094912,-0.14888126815431765,-0.030298538187170217,-0.5185204793627431,-0.06788147930263752,-0.043627042307209596,-0.7434145392746775,-0.1126674724611828,-0.05450133649412195,-0.8790867554880656,-0.14667544167525948,-0.06005223273776843,-1.0,-0.1755839979470653,0.05809693078165675,-0.48027927635297646,-0.11014979930009626,0.09527242648970902,-0.685175908661846,-0.16400223621019286,0.11592774616608528,-0.8182769736528628,-0.1988299720368619,0.13098218537265344,-0.9408149390862012,-0.22354032045338962,0.13843793220394934,-0.3966913245134791,-0.15714468455904726,0.20834811319667657,-0.5312121128129971,-0.2040333144088797,0.2494667570638923,-0.6241221228316423,-0.22616248750783632,0.2811341779058509,-0.7168354659417449,-0.24270177744531088
open,-0.12681872358136456,-0.10186549575517866,-0.02906797229128875,-0.2388646232613978,-0.24109764778757362,-0.0639823336905984,-0.33824223074230503,-0.3402967799148191,-0.1064391624594108,-0.42570505623584715,-0.3958534619110333,-0.15135972324453262,-0.10854665106834514,-0.49925222677670994,-0.03916480921841312,-0.1489488815465915,-0.7019230542532068,-0.09130014383337397,-0.17238958772743426,-0.8255941358861517,-0.12894817778314277,-0.18841661161515402,-0.9362581286446577,-0.15736208672660484,-0.014192680765826662,-0.5128490466303994,-0.07527091945692567,-0.010943659158127592,-0.7376379293841162,-0.12325423637304131,-0.013222579592070256,-0.87621174234226,-0.15805915047303434,-0.013744724131801101,-1.0,-0.18825291097152677,0.07088167139064443,-0.4709679305488035,-0.11839948670456851,0.12341110960744381,-0.669852895756719,-0.17615242345324897,0.15526899953051002,-0.8023109218271663,-0.21119188607504014,0.1789214241625922,-0.9230894610264369,-0.2357566294045336,0.14624903905443112,-0.3839266558245443,-0.16573582064004988,0.2288047746833143,-0.5061174372542427,-0.21532312683789928,0.28746037352038745,-0.5946882088226081,-0.23778758226487817,0.3358236578629828,-0.6851767849067849,-0.25436853989556796
open,-0.1307641462467686,-0.09953596966741068,-0.027998142489287357,-0.24483982640582916,-0.2317198544518922,-0.06364398799106685,-0.3449538102388679,-0.3233361115789952,-0.10643053602290761,-0.433992121073808,-0.371450926083617,-0.15179385793398775,-0.1127191448939695,-0.49900322523498075,-0.03835722551955114,-0.1571709717020579,-0.7008898117881265,-0.08888264747923243,-0.1779855529149941,-0.8260972072559848,-0.12696125709441167,-0.18984184859920689,-0.9402426289572487,-0.1554928742201946,-0.018152571454724507,-0.5105208541221766,-0.07335474370138913,-0.010913772989412051,-0.7345919450386832,-0.11710974859108074,0.0011728410244658935,-0.8759525246905296,-0.15041935215711524,0.016512399828261453,-1.0,-0.17986156926564958,0.06512879301364101,-0.46546548276247496,-0.11527824501324622,0.11474756519510974,-0.663520876850447,-0.16878928215715572,0.14612472091707637,-0.795385553973571,-0.20382428836384162,0.1706776355998193,-0.9153922230085443,-0.22900501314036512,0.13767229507895584,-0.3764449186592562,-0.16137022398866202,0.21598877783862866,-0.49157886445201987,-0.20845458969400588,0.27331399043357757,-0.575945659507469,-0.23041903069219416,0.32179992957349624,-0.6614690277499728,-0.2467504994770941
open,-0.12845621192467843,-0.1076452065009599,-0.02750027635550372,-0.23698067633227773,-0.23988603329567057,-0.06182018402131038,-0.33029431499705614,-0.32881885599098093,-0.10384705226266484,-0.42264468524505044,-0.3714297682294601,-0.1482234258345057,-0.13928676874321372,-0.5012124865719945,-0.031515951876591605,-0.18124357124224114,-0.70001933413973,-0.08224748120860724,-0.20524213079412673,-0.8195741831560412,-0.12022371920702206,-0.22227711777210693,-0.9273466167365504,-0.14717154586684703,-0.04833425523471442,-0.5171537739318591,-0.06582098430933749,-0.05337160357229882,-0.740083282158559,-0.11010139052633405,-0.0550949521952845,-0.8770644899061567,-0.14374867439229924,-0.05542536748541617,-1.0,-0.17165978900623616,0.03723580257545746,-0.48046290650732126,-0.10777855853281856,0.07638532549735394,-0.6737331097846221,-0.15705285230139562,0.10085090533633198,-0.8004065014600636,-0.18788575477152344,0.11525038492443508,-0.916991832928025,-0.21000462800224257,0.11750077250594677,-0.40136251762071606,-0.1546215392944899,0.17466840074779513,-0.5266653266664676,-0.1944469951511478,0.20659927174219356,-0.6116077673538752,-0.2114410123524365,0.2293321250407744,-0.6955127759276363,-0.22473063495221718
open,-0.1302598520595295,-0.1242512146329864,-0.014868507180948563,-0.2295850131652499,-0.28498984521428783,-0.03289107785761799,-0.2922864106794292,-0.4137469233695108,-0.06069561634133059,-0.35254739842305427,-0.49078235851596735,-0.08940429272200207,-0.1727609856951329,-0.5141171432743329,-0.0015782173127419986,-0.2232331303796479,-0.7108898175022849,-0.0438288331509629,-0.24648769618205293,-0.8309967684625279,-0.07364837614381661,-0.2631603744906014,-0.9370059139151455,-0.09345307617162694,-0.09087160722570402,-0.5286008027795254,-0.036469240700951436,-0.11684911084784799,-0.752119984615004,-0.07413964043061601,-0.13050370457529922,-0.883918664042193,-0.10155245598650552,-0.1415734288597158,-1.0,-0.12260417566296174,-0.008048280176052339,-0.5041349225481474,-0.07977412075025946,-0.008830312572055715,-0.7093512359536935,-0.12120955190625313,-0.010540885528778939,-0.8264850052826518,-0.14370604242935447,-0.015347303831876801,-0.9303902672692402,-0.15884078446436597,0.07687893033962855,-0.44455706599537304,-0.1281345823345568,0.09489304330397871,-0.5968089571224354,-0.16116637624509406,0.09870241946598593,-0.6922594361336659,-0.17459608649488065,0.09825322608848273,-0.7822218405653576,-0.18394487245186003
open,-0.1274381241079426,-0.1067628250278415,-0.025648547636695752,-0.21318045540443922,-0.2782835353779666,-0.04791131591423757,-0.25900994585859444,-0.4332628104093962,-0.07742661104403607,-0.3287793000156816,-0.5448344394623602,-0.10813764412458104,-0.18283090179860034,-0.4929912860776585,-0.012038634910475313,-0.2256373642145775,-0.6963908387532327,-0.05526575918237706,-0.2456255963661203,-0.8189234777547131,-0.08560012850111764,-0.26018498645800386,-0.9278450152430516,-0.10658701953489423,-0.10835972405691094,-0.5158809473815706,-0.04225618385153507,-0.14256190247104883,-0.7434469496620482,-0.08185879283702825,-0.16599659921804608,-0.8789717319136608,-0.11203747778993028,-0.1873689323484931,-1.0,-0.1356306829206059,-0.03008758442152154,-0.5005088215672568,-0.08132627859068885,-0.046522039299696734,-0.714638063906527,-0.12595654260147193,-0.06463130287558108,-0.8412990016930818,-0.15395358552255625,-0.0829003726374599,-0.9589114540834633,-0.17386270364491,0.05521204054890933,-0.4510147526691952,-0.1258316317241526,0.05433642889986896,-0.6085108920706895,-0.1629921349441974,0.04308919643735199,-0.707771132291614,-0.1814556051106085,0.03053759997023153,-0.8037785192578082,-0.1951736247697595
open,-0.13498126562748364,-0.09106461485329001,-0.026748288161494212,-0.22737820176819132,-0.25948391943616095,-0.05020985300799442,-0.2728391377937785,-0.41063233738113103,-0.07999028339987221,-0.33249471247911166,-0.51914184284431,-0.11128219755769216,-0.17637237776262318,-0.4796465800693667,-0.021172569317922624,-0.2245929803952768,-0.6866842633421102,-0.06719549180849838,-0.250244093499678,-0.8098164704683668,-0.0980336331318118,-0.270765397490737,-0.9168166734178664,-0.11929043264301283,-0.09873551048911491,-0.5046161500496457,-0.05181402965742224,-0.13542173385695516,-0.7394328562173091,-0.09518320162015562,-0.1632385513408478,-0.878741726334426,-0.12631175962509092,-0.18934708648377835,-1.0,-0.1503694937956502,-0.01938887224750775,-0.4917735983376335,-0.0908506763908202,-0.03903428457158717,-0.7162407897398525,-0.14022357980422567,-0.06209477295045402,-0.8510500362315305,-0.17082357179871974,-0.08791170257759097,-0.9716227143991099,-0.19204979242748607,0.0662630943364519,-0.44344647616319255,-0.13489027329374798,0.07239524572189236,-0.6114901504985495,-0.1776598334821685,0.06356867921888096,-0.7189176721378124,-0.1995366978842804,0.04848805930822835,-0.8192189702702967,-0.21519478107174206
open,-0.13652168255539368,-0.06959066743357602,-0.03591969255359236,-0.25288623789654985,-0.20781949821850795,-0.06471548142767566,-0.3334323748025791,-0.3298803457514555,-0.09878272236203618,-0.4142432727204002,-0.41476225782437365,-0.13464326756901723,-0.1914830915054532,-0.4694490378538001,-0.028459663229177833,-0.25502673785164254,-0.6770628988872177,-0.07429473825539051,-0.2919040330812445,-0.7979889369034201,-0.10712249562090638,-0.3246015999058033,-0.9027711596816647,-0.13005963436554446,-0.11435685402369,-0.5058356973107607,-0.05469952259391531,-0.1597591026023348,-0.7422436145849031,-0.09518606820196833,-0.19227687278275196,-0.8818943441327839,-0.12872336898101464,-0.2266171955503425,-1.0,-0.15527061527415142,-0.0344752956902159,-0.4995299363085023,-0.08951908704448938,-0.06527370819456238,-0.7248005804337431,-0.135992871355752,-0.08962603468787386,-0.8574543772287466,-0.168229636106645,-0.12141090357096206,-0.9723365719587147,-0.19142465759610716,0.05170031595706088,-0.4558609273793828,-0.13008334243466735,0.05893165335809119,-0.6292903451543633,-0.1709106444965418,0.054925616873923416,-0.7359102568884276,-0.19247268387217412,0.04035188628422554,-0.8331224555638866,-0.2082367518724357
open,-0.13834209956920765,-0.04573569259229817,-0.039391849405526196,-0.2728123499074943,-0.14512116989370488,-0.07903746317715904,-0.3762588467385409,-0.22809761538379197,-0.12584368768720708,-0.4743157448826188,-0.274723180503737,-0.1756133096747622,-0.24443329544662878,-0.4509521600949291,-0.045267998422059995,-0.34179826549437237,-0.6391155393573369,-0.10247930225991823,-0.4048226844318284,-0.7508353412935774,-0.14296651712035074,-0.46133125702259636,-0.8497347316492965,-0.17093160800544838,-0.16438986699994332,-0.5106875076883337,-0.07744487585392051,-0.24519945270470533,-0.7361339311676317,-0.12704011744000995,-0.3026563335461938,-0.8700552717708604,-0.1663080020615702,-0.35437668649796117,-0.9861978507235764,-0.19720374097426915,-0.0716309655985564,-0.5193412591827878,-0.1182916053135445,-0.12360296067310933,-0.7461328449300166,-0.17426358485788274,-0.16504073215573944,-0.8813648654600831,-0.21252105133762528,-0.20807013129085566,-1.0,-0.23945259327385524,0.030732627787783212,-0.48399027896301683,-0.16462869888914217,0.04866888511835164,-0.66353640712256,-0.21192919222352138,0.05724788100310797,-0.7834658139613647,-0.23571691858078755,0.055857707434971836,-0.8933816542363531,-0.25337863330250104
open,-0.1291110165746728,-0.009823620956930889,-0.04698119500319342,-0.2648861295885344,-0.06028480975620667,-0.09528213130406159,-0.38342413079481324,-0.09484850294941839,-0.150258802891844,-0.49611799997000344,-0.0897300108100404,-0.2082710897004477,-0.267610096780595,-0.40453669713516155,-0.05217670510419608,-0.3887721054662531,-0.5719208398835266,-0.10817770366097897,-0.4617663635480132,-0.6764721971985792,-0.1506291436573655,-0.5254390533147655,-0.770041683980446,-0.18276057776193758,-0.19357471451011896,-0.48259439582329655,-0.0838425527890017,-0.2928920148141508,-0.6938116094926875,-0.1324709698528269,-0.3651236140993305,-0.8174100169688765,-0.17461109776484707,-0.42656979446358434,-0.9272155446109448,-0.2100428604360411,-0.09946780339268294,-0.5019669869394356,-0.12428788457938938,-0.13471240168858223,-0.7371585797120622,-0.1841653455021207,-0.1656834405075422,-0.8792345357426196,-0.23016896399170256,-0.197983345307403,-1.0,-0.2626573444336875,0.0057395774660464255,-0.47195514522464366,-0.17015981286640156,0.03996498549110346,-0.6544202869840751,-0.222384958984874,0.059053736104798006,-0.7776470315909971,-0.2509530850835747,0.06756097520799727,-0.8923638495395655,-0.2726351530306909
